,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.5038961038961038,0.5,0.48863636363636365,0.5165289256198347,0.6212121212121211,0.3787878787878788,0.5116883116883116,0.4913419913419913,0.5113636363636364
1,0.5045454545454545,0.5568181818181819,0.5,0.5506493506493506,0.5246753246753246,0.4696969696969697,0.5,0.5598845598845599,0.6857142857142857
2,0.5285714285714286,0.6111111111111112,0.5064935064935064,0.5285714285714286,0.7329545454545454,0.5909090909090908,0.5909090909090909,0.6277056277056277,0.6155844155844156
3,0.5340909090909092,0.5454545454545454,0.6306818181818181,0.5738636363636364,0.5568181818181819,0.5441558441558442,0.6060606060606061,0.6572871572871573,0.5606060606060606
4,0.4675324675324675,0.5233766233766233,0.6025974025974026,0.5833333333333334,0.6168831168831168,0.6212121212121212,0.5688311688311689,0.5836940836940837,0.6961038961038961
5,0.6287878787878788,0.638961038961039,0.6420454545454546,0.6818181818181819,0.5625,0.6060606060606061,0.696969696969697,0.5620490620490621,0.5808080808080808
6,0.6477272727272727,0.5852272727272727,0.6313131313131313,0.7159090909090909,0.6792207792207792,0.7045454545454546,0.7090909090909091,0.6608946608946609,0.6909090909090909
7,0.6025974025974026,0.6212121212121212,0.6831168831168831,0.6597402597402597,0.7337662337662338,0.6818181818181819,0.5636363636363636,0.7159090909090909,0.6534090909090908
8,0.6439393939393939,0.7233766233766235,0.5852272727272727,0.6961038961038961,0.6818181818181819,0.6464646464646464,0.8125,0.7424242424242424,0.6534090909090909
9,0.6363636363636364,0.6870129870129871,0.6647727272727273,0.7064935064935065,0.7196969696969697,0.6136363636363636,0.8787878787878788,0.7016528925619835,0.7386363636363635
