,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.4166666666666667,0.375,0.5833333333333334
1,0.6666666666666666,0.4166666666666667,0.5,0.9166666666666666,0.5833333333333334,0.75,0.5833333333333334,0.75,0.75
2,0.8333333333333334,0.5,0.4166666666666667,0.9166666666666666,0.9166666666666666,0.75,0.75,0.5625,0.5833333333333334
3,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.75,0.8333333333333334,0.75,0.6875,0.75
4,0.8333333333333334,0.5833333333333334,0.9166666666666666,1.0,0.75,0.3333333333333333,0.75,0.5,0.9166666666666666
5,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.9166666666666666,0.8333333333333334,0.5,0.6875,0.5833333333333334
6,0.75,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.75,0.8333333333333334,0.6875,0.6666666666666666
7,0.8333333333333334,0.5833333333333334,0.6666666666666666,1.0,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.5625,0.8333333333333334
8,0.8333333333333334,0.75,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6875,0.9166666666666666
9,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.75,0.75,0.8333333333333334,1.0,0.6666666666666666
