,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.6870129870129871,0.5,0.47727272727272724,0.5714285714285714,0.6948051948051948,0.5738636363636364,0.4974025974025974,0.48484848484848486,0.535064935064935
1,0.7556818181818181,0.4818181818181818,0.5454545454545454,0.7348484848484849,0.595959595959596,0.7196969696969697,0.5909090909090908,0.5834710743801652,0.6262626262626263
2,0.7196969696969697,0.5454545454545454,0.6717171717171717,0.8181818181818181,0.7168831168831169,0.6742424242424242,0.6701298701298701,0.6190082644628099,0.5896103896103897
3,0.7386363636363636,0.5113636363636364,0.5844155844155844,0.7090909090909091,0.6636363636363636,0.7443181818181819,0.6287878787878788,0.6248196248196248,0.6103896103896104
4,0.6875,0.5493506493506493,0.7272727272727273,0.8787878787878788,0.6714285714285715,0.6060606060606061,0.6363636363636364,0.5317460317460317,0.7424242424242424
5,0.6565656565656566,0.6420454545454546,0.5340909090909092,0.9034090909090908,0.7662337662337662,0.6534090909090909,0.696969696969697,0.5303030303030303,0.702020202020202
6,0.7194805194805195,0.5170454545454546,0.7045454545454546,0.75,0.7480519480519481,0.7329545454545454,0.7386363636363636,0.6298701298701299,0.6467532467532467
7,0.7064935064935065,0.6590909090909091,0.5064935064935064,0.803030303030303,0.6649350649350649,0.7329545454545454,0.7025974025974027,0.5497835497835498,0.7597402597402597
8,0.6337662337662338,0.6647727272727273,0.6464646464646464,0.7090909090909091,0.7831168831168831,0.6761363636363636,0.6506493506493507,0.6933621933621934,0.8333333333333333
9,0.8649350649350649,0.5984848484848484,0.7324675324675325,0.7987012987012987,0.6610389610389611,0.797979797979798,0.7129870129870131,0.7784090909090909,0.6623376623376623
