,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.5426356589147286,0.5,0.4894912825411989,0.54296875,0.6230195712954334,0.3730769230769231,0.5212355212355213,0.49131578947368426,0.5102516309412861
1,0.583969465648855,0.5507965827753406,0.5,0.549344375431332,0.5242628279544927,0.4696691176470588,0.5,0.5590174531351002,0.6805970149253731
2,0.5281919850885368,0.5885365853658536,0.5063495728469176,0.5338745800671892,0.7071182548794489,0.5808823529411764,0.5831168831168831,0.6294720042558851,0.6136521941026236
3,0.5305555555555556,0.5406372662202724,0.6161882893226177,0.5660355576079428,0.5505166475315729,0.545609756097561,0.6060606060606061,0.6549095607235143,0.5626780626780628
4,0.4671602579412467,0.5227272727272727,0.6279823269513991,0.5908635794743429,0.6175213675213675,0.6253561253561253,0.5829302987197724,0.5989454094292803,0.6917570999769107
5,0.6295312860771185,0.6405540960114641,0.6281453867660765,0.6634548409565822,0.5556066176470589,0.6167846309403437,0.7168857431749243,0.5717972070431088,0.5611111111111111
6,0.6320711152158854,0.5757575757575758,0.5988479262672811,0.6974025974025975,0.7480392156862745,0.7156862745098038,0.7044562456707457,0.6584011365103966,0.6509803921568628
7,0.6087609511889862,0.5909926470588236,0.6783988957902001,0.6727969348659004,0.7291666666666667,0.6654135338345865,0.5643658944351564,0.7160206718346254,0.6375
8,0.6447702609097206,0.7173713235294117,0.5759144237405107,0.6928256326909682,0.6622119815668203,0.609873708381171,0.7793812052643732,0.7350427350427351,0.6437908496732025
9,0.6253561253561253,0.6833333333333333,0.6465992647058824,0.7045614035087719,0.7201518288474811,0.6182230714115118,0.8791360294117647,0.6736542443064182,0.71256038647343
