,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.4166666666666667,0.5,0.5833333333333334,0.08333333333333333,0.75,0.3333333333333333,0.4166666666666667,0.4375,0.5
1,0.16666666666666666,0.5,0.4166666666666667,0.5,0.5833333333333334,0.5,0.3333333333333333,0.75,0.9166666666666666
2,0.5,0.5,0.5,0.5,0.9166666666666666,0.5833333333333334,0.4166666666666667,0.9375,0.75
3,0.5833333333333334,0.5,0.8333333333333334,0.75,0.5,0.5,0.8333333333333334,0.9375,0.5
4,0.3333333333333333,0.5,0.5,0.75,0.6666666666666666,0.75,0.5,0.625,0.75
5,0.9166666666666666,0.9166666666666666,0.75,0.75,0.5833333333333334,0.75,0.8333333333333334,0.5,0.5
6,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8125,0.9166666666666666
7,0.5833333333333334,0.75,0.9166666666666666,0.75,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8125,0.8333333333333334
8,0.75,0.9166666666666666,0.75,0.9166666666666666,0.75,0.5833333333333334,1.0,0.9375,0.75
9,0.6666666666666666,0.8333333333333334,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,0.875,0.9166666666666666
