,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.5833333333333334,0.5,0.3333333333333333,0.5833333333333334,0.75,0.3333333333333333,0.5,0.375,0.5833333333333334
1,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.4375,0.4166666666666667
2,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.25,1.0,0.5,0.5833333333333334,0.4375,0.4166666666666667
3,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.5,0.25,0.4375,0.5
4,0.4166666666666667,0.3333333333333333,0.5,0.25,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.5,0.5
5,0.25,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.9166666666666666,0.4166666666666667,0.25,0.5,0.5833333333333334
6,0.5,0.3333333333333333,0.5833333333333334,0.5,0.8333333333333334,0.5,0.5,0.375,0.5
7,0.3333333333333333,0.5,0.25,0.25,0.9166666666666666,0.3333333333333333,0.5,0.375,0.25
8,0.4166666666666667,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,0.3333333333333333,0.5625,0.3333333333333333
9,0.5,0.5,0.5,0.5833333333333334,1.0,0.5,0.5,0.375,0.4166666666666667
