,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.6600092357423228,0.5,0.4949483352468427,0.615937400191632,0.6879473562687601,0.47245949926362296,0.48391812865497075,0.47354272778720996,0.32321428571428573
1,0.5910973084886129,0.6003508771929824,0.6747074277525675,0.5557603686635945,0.572439024390244,0.5491071428571428,0.5590038314176244,0.6029962546816479,0.6680555555555556
2,0.7902777777777779,0.5,0.5507965827753406,0.5050505050505051,0.6723502304147466,0.6046319272125724,0.5568842921784098,0.5964912280701754,0.5633640552995391
3,0.8331780055917987,0.6774193548387097,0.6431812753761643,0.5982142857142857,0.6757518796992481,0.6204836415362731,0.5365728900255755,0.5625727213962508,0.5745120551090701
4,0.6701298701298701,0.571727992547741,0.44097560975609756,0.7057261602401292,0.8320276497695852,0.5317307692307692,0.37209302325581395,0.652537938252224,0.6046636290538729
5,0.7742311276794036,0.5056818181818182,0.6488603988603989,0.5458333333333334,0.8195352214960058,0.6149291850475969,0.47884615384615387,0.4509908232477723,0.5
6,0.7055955421407012,0.46590909090909094,0.5281919850885368,0.7902777777777777,0.7057261602401292,0.7483870967741936,0.5193229000319387,0.5800865800865801,0.5063849547248664
7,0.825657894736842,0.7475,0.6958536585365853,0.6997095134350036,0.7348484848484849,0.8112491373360938,0.6974216380182001,0.6000649772579597,0.6770731707317073
8,0.8776119402985074,0.4638157894736842,0.5392180968773052,0.677788039713692,0.7010012515644556,0.8340299975411851,0.5879026309318909,0.6825519824357484,0.8191541676911729
9,0.8302277432712215,0.5677491601343785,0.7082659893788963,0.7556281771968046,0.7896085740913328,0.7340425531914894,0.5675463809772667,0.6375,0.7856140350877193
