,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9
0,0.6833333333333333,0.08333333333333333,0.4648982848025529,0.5743791492500614,0.7182539682539683,0.5675324675324676,0.4973170731707317,0.48418458167876216,0.5409429280397022
1,0.7528735632183908,0.20384615384615384,0.561875,0.7349024110218141,0.572788483863478,0.7353085812638308,0.5919780506924484,0.572491191439384,0.607786778155213
2,0.7353085812638308,0.6066810344827587,0.6418099089989889,0.8208333333333333,0.7109070034443168,0.7323232323232323,0.6654420206659013,0.62890625,0.5969348659003831
3,0.7828282828282829,0.6692307692307693,0.5830044114232644,0.7055955421407012,0.6590909090909092,0.7179723502304147,0.6312280701754386,0.6256105610561056,0.6493133184286171
4,0.7100694444444444,0.5758345428156748,0.6723937775713954,0.8791360294117647,0.6680555555555556,0.6060606060606061,0.6473214285714286,0.5775641025641025,0.7619047619047619
5,0.6196491228070176,0.705607476635514,0.5337164750957855,0.8948432760364005,0.7946171936242488,0.6437908496732025,0.6519480519480519,0.5436507936507937,0.6793478260869565
6,0.7194805194805195,0.5376068376068376,0.7022988505747126,0.7630434782608695,0.7412169919632606,0.7071182548794489,0.71256038647343,0.6535359801488834,0.6528153430046717
7,0.7045614035087719,0.6609615887117847,0.5063495728469176,0.8055555555555556,0.698719772403983,0.712987012987013,0.7127976190476191,0.5540983606557377,0.7644230769230769
8,0.6308012006465019,0.6473100900484876,0.6197747183979975,0.7044562456707457,0.7762672811059907,0.661038961038961,0.6499060150375939,0.690734989648033,0.8411654135338347
9,0.8588344555374972,0.5990533364119142,0.7351325531406735,0.7914746543778801,0.6602443609022557,0.7239475500345065,0.7119360902255639,0.7828282828282829,0.7025036818851251
